,news_id,category_id
34627,129881,7
34628,129882,2
34629,129883,4
34630,129884,7
34631,129885,4
34632,129886,7
34633,129887,2
34634,129888,6
34635,129889,6
34636,12989,2
34637,129890,7
34638,129891,6
34639,129892,6
34640,129893,6
34641,129894,7
34642,129895,4
34643,129896,3
34644,129897,7
34645,129898,2
34646,129899,4
34647,1299,6
34648,1299,7
34649,12990,4
34650,129900,3
34651,129901,4
34652,129902,4
34653,129903,4
34654,129904,2
34655,129905,4
34656,129906,6
34657,129907,6
34658,129908,4
34659,129909,4
34660,12991,4
34661,129910,3
34662,129911,4
34663,129912,7
34664,129913,4
34665,129914,4
34666,129915,6
34667,129916,4
34668,129917,7
34669,129918,6
34670,129919,4
34671,12992,2
34672,129920,4
34673,129921,4
34674,129922,3
34675,129923,4
34676,129924,2
34677,129925,2
34678,129926,2
34679,129927,4
34680,129928,5
34681,129928,6
34682,129929,4
34683,12993,6
34684,129930,3
34685,129931,4
34686,129932,4
34687,129933,2
34688,129934,5
34689,129935,6
34690,129936,7
34691,129937,4
34692,129938,4
34693,129939,3
34694,12994,6
34695,129940,6
34696,129941,4
34697,129942,2
34698,129943,4
34699,129944,7
34700,129945,4
34701,129946,3
34702,129947,4
34703,129948,4
34704,129949,7
34705,12995,4
34706,129950,6
34707,129951,4
34708,129952,7
34709,129953,7
34710,129954,4
34711,129955,2
34712,129956,2
34713,129957,4
34714,129958,4
34715,129959,3
34716,12996,8
34717,129960,6
34718,129961,3
34719,129962,2
34720,129962,5
34721,129963,4
34722,129964,2
34723,129965,6
34724,129966,7
34725,129967,4
34726,129968,4
34727,129969,7
34728,12997,2
34729,129970,6
34730,129971,4
34731,129972,4
34732,129973,4
34733,129974,6
34734,129975,7
34735,129976,4
34736,129977,4
34737,129978,3
34738,129979,2
34739,12998,3
34740,129980,5
34741,129981,4
34742,129982,3
34743,129983,7
34744,129984,4
34745,129985,4
34746,129986,4
34747,129987,6
34748,129988,4
34749,129989,3
34750,12999,2
34751,129990,7
34752,129991,2
34753,129992,5
34754,129993,4
34755,129994,3
34756,129995,4
34757,129996,4
34758,129997,7
34759,129998,2
34760,129999,5
34761,13,7
34762,130,4
34763,1300,5
34764,13000,4
34765,130000,3
34766,130001,5
34767,130002,4
34768,130003,4
34769,130004,7
34770,130005,7
34771,130006,4
34772,130007,6
34773,130008,3
34774,130009,3
34775,13001,4
34776,130010,5
34777,130011,4
34778,130012,4
34779,130013,3
34780,130014,7
34781,130015,4
34782,130016,4
34783,130017,4
34784,130018,4
34785,130019,4
34786,13002,6
34787,130020,3
34788,130021,6
34789,130022,6
34790,130023,3
34791,130024,7
34792,130025,6
34793,130026,4
34794,130027,3
34795,130028,4
34796,130029,3
34797,13003,2
34798,130030,2
34799,130031,7
34800,130032,4
34801,130033,4
34802,130034,3
34803,130035,7
34804,130036,5
34805,130037,4
34806,130038,4
34807,130039,4
34808,13004,2
34809,130040,4
34810,130041,4
34811,130042,7
34812,130043,4
34813,130044,2
34814,130045,4
34815,130046,7
34816,130047,6
34817,130048,4
34818,130049,4
34819,13005,4
34820,130050,6
34821,130051,4
34822,130052,3
34823,130053,2
34824,130053,6
34825,130054,5
34826,130055,4
34827,130056,4
34828,130057,2
34829,130058,4
34830,130059,7
34831,13006,4
34832,130060,4
34833,130061,4
34834,130062,4
34835,130063,2
34836,130064,5
34837,130065,4
34838,130066,7
34839,130067,7
34840,130068,7
34841,130069,2
34842,130069,7
34843,13007,6
34844,130070,2
34845,130071,6
34846,130072,6
34847,130073,6
34848,130074,4
34849,130075,4
34850,130076,4
34851,130077,4
34852,130078,4
34853,130079,2
34854,13008,6
34855,130080,2
34856,130081,6
34857,130082,4
34858,130083,4
34859,130084,4
34860,130085,4
34861,130086,4
34862,130087,4
34863,130088,3
34864,130089,3
34865,13009,4
34866,130090,3
34867,130091,3
34868,130092,3
34869,130093,7
34870,130094,2
34871,130095,6
34872,130096,3
34873,130097,2
34874,130098,6
34875,130099,4
34876,1301,5
34877,13010,2
34878,130100,4
34879,130101,3
34880,130102,2
34881,130103,2
34882,130104,4
34883,130105,7
34884,130106,4
34885,130107,4
34886,130108,7
34887,130109,2
34888,13011,6
34889,130110,4
34890,130111,3
34891,130112,4
34892,130113,7
34893,130114,3
34894,130115,4
34895,130116,2
34896,130117,5
34897,130118,2
34898,130119,6
34899,13012,6
34900,130120,6
34901,130121,4
34902,130122,7
34903,130123,4
34904,130124,4
34905,130125,4
34906,130126,3
34907,130127,4
34908,130128,4
34909,130129,7
34910,13013,6
34911,130130,4
34912,130131,7
34913,130132,2
34914,130133,4
34915,130134,4
34916,130135,4
34917,130136,6
34918,130137,4
34919,130138,3
34920,130139,7
34921,13014,4
34922,130140,4
34923,130141,4
34924,130142,4
34925,130143,4
34926,130144,4
34927,130145,3
34928,130146,4
34929,130147,4
34930,130148,4
34931,130149,7
34932,13015,2
34933,130150,4
34934,130151,4
34935,130152,2
34936,130153,5
34937,130154,4
34938,130155,7
34939,130156,4
34940,130157,5
34941,130158,4
34942,130159,4
34943,13016,3
34944,130160,4
34945,130161,2
34946,130162,2
34947,130163,4
34948,130164,7
34949,130165,4
34950,130166,4
34951,130167,4
34952,130168,4
34953,130169,4
34954,13017,6
34955,130170,3
34956,130171,4
34957,130172,2
34958,130173,3
34959,130174,2
34960,130175,6
34961,130176,3
34962,130177,7
34963,130178,4
34964,130179,6
34965,13018,2
34966,130180,7
34967,130181,6
34968,130182,3
34969,130183,7
34970,130184,7
34971,130185,3
34972,130186,7
34973,130187,7
34974,130188,2
34975,130189,7
34976,13019,6
34977,130190,6
34978,130191,4
34979,130192,2
34980,130193,3
34981,130194,4
34982,130195,4
34983,130196,6
34984,130197,3
34985,130198,2
34986,130199,4
34987,1302,2
34988,13020,8
34989,130200,3
34990,130201,7
34991,130202,2
34992,130203,2
34993,130204,7
34994,130205,7
34995,130206,5
34996,130207,6
34997,130207,7
34998,130208,4
34999,130209,7
35000,13021,4
35001,130210,2
35002,130211,3
35003,130212,4
35004,130213,4
35005,130214,4
35006,130215,3
35007,130216,2
35008,130217,4
35009,130218,3
35010,130219,3
35011,13022,2
35012,130220,7
35013,130221,4
35014,130222,7
35015,130223,4
35016,130224,7
35017,130225,4
35018,130226,3
35019,130227,4
35020,130228,7
35021,130229,2
35022,13023,6
35023,130230,6
35024,130230,7
35025,130231,2
35026,130232,4
35027,130233,3
35028,130234,3
35029,130235,3
35030,130236,6
35031,130237,2
35032,130238,5
35033,130239,5
35034,13024,2
35035,130240,5
35036,130241,6
35037,130242,7
35038,130243,3
35039,130244,7
35040,130245,5
35041,130246,5
35042,130247,5
35043,130248,5
35044,130249,6
35045,13025,6
35046,130250,3
35047,130251,5
35048,130252,5
35049,130253,5
35050,130254,5
35051,130255,5
35052,130256,5
35053,130257,7
35054,130258,5
35055,130259,4
35056,13026,6
35057,130260,6
35058,130260,7
35059,130261,4
35060,130262,4
35061,130263,7
35062,130264,7
35063,130265,5
35064,130266,2
35065,130267,4
35066,130268,4
35067,130269,4
35068,13027,7
35069,130270,3
35070,130271,7
35071,130272,2
35072,130273,6
35073,130274,7
35074,130275,4
35075,130276,7
35076,130277,2
35077,130278,3
35078,130279,6
35079,13028,6
35080,130280,2
35081,130280,6
35082,130281,6
35083,130282,3
35084,130283,7
35085,130284,6
35086,130285,3
35087,130286,6
35088,130287,7
35089,130288,6
35090,130289,4
35091,13029,4
35092,130290,4
35093,130291,6
35094,130292,3
35095,130293,3
35096,130294,3
35097,130295,7
35098,130296,6
35099,130297,4
35100,130298,3
35101,130299,3
35102,1303,4
35103,13030,2
35104,130300,6
35105,130300,7
35106,130301,4
35107,130302,4
35108,130303,4
35109,130304,7
35110,130305,4
35111,130306,4
35112,130307,3
35113,130308,5
35114,130309,5
35115,13031,3
35116,130310,5
35117,130311,5
35118,130312,6
35119,130313,4
35120,130314,7
35121,130315,5
35122,130316,4
35123,130317,4
35124,130318,5
35125,130319,5
35126,13032,3
35127,130320,4
35128,130321,5
35129,130322,4
35130,130323,4
35131,130324,5
35132,130325,3
35133,130326,2
35134,130327,4
35135,130328,2
35136,130329,4
35137,13033,3
35138,130330,5
35139,130331,5
35140,130332,4
35141,130333,6
35142,130334,4
35143,130335,4
35144,130336,4
35145,130337,5
35146,130338,6
35147,130339,3
35148,13034,3
35149,130340,3
35150,130341,3
35151,130342,6
35152,130343,4
35153,130344,4
35154,130345,7
35155,130346,6
35156,130347,6
35157,130348,5
35158,130349,4
35159,13035,3
35160,130350,7
35161,130351,4
35162,130352,6
35163,130353,5
35164,130354,7
35165,130355,4
35166,130356,7
35167,130357,5
35168,130358,2
35169,130359,4
35170,13036,3
35171,130360,2
35172,130361,2
35173,130362,4
35174,130363,7
35175,130364,7
35176,130365,4
35177,130366,7
35178,130367,4
35179,130368,4
35180,130369,7
35181,13037,3
35182,130370,6
35183,130371,4
35184,130372,3
35185,130373,7
35186,130374,4
35187,130375,6
35188,130376,3
35189,130377,5
35190,130378,6
35191,130379,3
35192,13038,6
35193,130380,5
35194,130381,5
35195,130382,4
35196,130383,4
35197,130384,4
35198,130385,3
35199,130386,5
35200,130387,5
35201,130388,4
35202,130389,3
35203,13039,6
35204,130390,4
35205,130391,4
35206,130392,4
35207,130393,4
35208,130394,2
35209,130395,5
35210,130396,4
35211,130397,6
35212,130398,6
35213,130399,7
35214,1304,8
35215,13040,5
35216,130400,4
35217,130401,4
35218,130402,3
35219,130403,4
35220,130404,4
35221,130405,2
35222,130406,5
35223,130406,8
35224,130407,4
35225,130408,4
35226,130409,7
35227,13041,6
35228,130410,4
35229,130411,4
35230,130412,4
35231,130413,6
35232,130414,3
35233,130415,3
35234,130416,7
35235,130417,3
35236,130418,2
35237,130418,3
35238,130418,5
35239,130418,6
35240,130418,7
35241,130419,4
35242,13042,2
35243,130420,4
35244,130421,4
35245,130422,4
35246,130423,5
35247,130424,6
35248,130425,4
35249,130426,4
35250,130427,7
35251,130428,7
35252,130429,6
35253,13043,2
35254,130430,3
35255,130431,5
35256,130432,4
35257,130433,4
35258,130434,7
35259,130435,4
35260,130436,6
35261,130437,2
35262,130438,4
35263,130439,4
35264,13044,4
35265,130440,7
35266,130441,3
35267,130442,7
35268,130443,6
35269,130444,7
35270,130445,7
35271,130446,7
35272,130447,6
35273,130448,4
35274,130449,7
35275,13045,7
35276,130450,7
35277,130451,5
35278,130452,4
35279,130453,7
35280,130454,3
35281,130455,3
35282,130456,7
35283,130457,6
35284,130458,2
35285,130459,4
35286,13046,7
35287,130460,3
35288,130461,4
35289,130462,7
35290,130463,6
35291,130464,4
35292,130465,4
35293,130466,4
35294,130467,3
35295,130468,7
35296,130469,2
35297,13047,2
35298,130470,4
35299,130471,6
35300,130472,2
35301,130473,3
35302,130474,4
35303,130475,2
35304,130476,7
35305,130477,4
35306,130478,4
35307,130479,3
35308,13048,4
35309,130480,7
35310,130481,7
35311,130482,6
35312,130483,4
35313,130484,3
35314,130485,7
35315,130486,5
35316,130487,3
35317,130488,7
35318,130489,4
35319,13049,3
35320,130490,4
35321,130491,4
35322,130492,2
35323,130493,4
35324,130494,7
35325,130495,7
35326,130496,4
35327,130497,3
35328,130498,2
35329,130499,3
35330,1305,3
35331,13050,3
35332,130500,6
35333,130501,4
35334,130502,3
35335,130503,4
35336,130504,2
35337,130505,2
35338,130506,2
35339,130506,7
35340,130507,2
35341,130507,7
35342,130508,4
35343,130509,4
35344,13051,2
35345,130510,5
35346,130511,5
35347,130512,2
35348,130513,2
35349,130514,4
35350,130515,4
35351,130516,4
35352,130517,5
35353,130518,3
35354,130519,4
35355,13052,2
35356,130520,3
35357,130521,6
35358,130522,6
35359,130523,4
35360,130524,3
35361,130525,6
35362,130525,7
35363,130526,7
35364,130527,6
35365,130528,5
35366,130529,6
35367,13053,7
35368,130530,4
35369,130531,7
35370,130532,3
35371,130533,4
35372,130534,3
35373,130535,7
35374,130536,4
35375,130537,3
35376,130538,6
35377,130539,4
35378,13054,6
35379,130540,7
35380,130541,2
35381,130542,4
35382,130543,3
35383,130544,5
35384,130545,5
35385,130546,5
35386,130547,6
35387,130548,6
35388,130548,7
35389,130549,5
35390,13055,6
35391,130550,2
35392,130551,4
35393,130552,5
35394,130553,5
35395,130554,4
35396,130555,5
35397,130556,4
35398,130557,5
35399,130558,5
35400,130559,4
35401,13056,6
35402,130560,2
35403,130561,6
35404,130562,4
35405,130563,4
35406,130564,4
35407,130565,4
35408,130566,6
35409,130566,7
35410,130567,4
35411,130568,4
35412,130569,2
35413,13057,6
35414,130570,4
35415,130571,2
35416,130572,3
35417,130573,3
35418,130574,4
35419,130575,4
35420,130576,7
35421,130577,6
35422,130578,4
35423,130579,6
35424,13058,3
35425,130580,2
35426,130581,4
35427,130582,5
35428,130583,2
35429,130583,7
35430,130584,2
35431,130585,3
35432,130586,3
35433,130587,6
35434,130588,5
35435,130589,3
35436,13059,3
35437,130590,7
35438,130591,2
35439,130592,2
35440,130593,6
35441,130594,5
35442,130595,4
35443,130596,4
35444,130597,2
35445,130598,4
35446,130599,3
35447,1306,6
35448,13060,4
35449,130600,6
35450,130601,2
35451,130602,6
35452,130602,7
35453,130603,2
35454,130604,2
35455,130605,2
35456,130606,3
35457,130607,3
35458,130608,2
35459,130609,4
35460,13061,6
35461,130610,3
35462,130611,3
35463,130612,3
35464,130613,7
35465,130614,4
35466,130615,3
35467,130616,6
35468,130617,7
35469,130618,2
35470,130619,4
35471,13062,4
35472,130620,4
35473,130621,4
35474,130622,7
35475,130623,4
35476,130624,4
35477,130625,2
35478,130626,4
35479,130627,3
35480,130628,3
35481,130629,4
35482,13063,3
35483,130630,7
35484,130631,6
35485,130632,6
35486,130633,7
35487,130634,7
35488,130635,4
35489,130636,3
35490,130637,3
35491,130638,4
35492,130639,4
35493,13064,7
35494,130640,3
35495,130641,4
35496,130642,4
35497,130643,2
35498,130644,2
35499,130645,3
35500,130646,3
35501,130647,3
35502,130648,7
35503,130649,5
35504,13065,6
35505,13065,7
35506,130650,5
35507,130651,5
35508,130652,5
35509,130653,7
35510,130654,2
35511,130655,5
35512,130656,5
35513,130657,5
35514,130658,6
35515,130659,5
35516,13066,2
35517,130660,3
35518,130661,6
35519,130662,4
35520,130663,5
35521,130664,6
35522,130664,7
35523,130665,4
35524,130666,7
35525,130667,5
35526,130667,6
35527,130668,3
35528,130669,2
35529,130669,6
35530,13067,6
35531,130670,6
35532,130671,4
35533,130672,3
35534,130673,7
35535,130674,2
35536,130674,7
35537,130675,3
35538,130676,4
35539,130677,4
35540,130678,3
35541,130679,2
35542,13068,4
35543,130680,4
35544,130681,5
35545,130681,6
35546,130682,4
35547,130683,6
35548,130684,2
35549,130685,3
35550,130686,6
35551,130687,3
35552,130688,7
35553,130689,3
35554,13069,3
35555,130690,3
35556,130691,4
35557,130692,4
35558,130693,4
35559,130694,4
35560,130695,4
35561,130696,3
35562,130697,4
35563,130698,2
35564,130699,2
35565,1307,3
35566,13070,3
35567,130700,3
35568,130701,4
35569,130702,3
35570,130703,7
35571,130704,7
35572,130705,7
35573,130706,3
35574,130707,3
35575,130708,4
35576,130709,4
35577,13071,4
35578,130710,7
35579,130711,7
35580,130712,6
35581,130713,3
35582,130714,6
35583,130715,5
35584,130716,5
35585,130717,2
35586,130718,5
35587,130719,5
35588,13072,2
35589,130720,6
35590,130721,3
35591,130722,2
35592,130723,2
35593,130724,2
35594,130725,2
35595,130726,4
35596,130727,5
35597,130728,6
35598,130729,3
35599,13073,2
35600,13073,6
35601,130730,2
35602,130731,3
35603,130732,3
35604,130733,3
35605,130734,2
35606,130735,6
35607,130736,6
35608,130737,4
35609,130738,6
35610,130739,2
35611,13074,6
35612,130740,4
35613,130740,6
35614,130741,6
35615,130742,4
35616,130743,2
35617,130744,4
35618,130745,4
35619,130746,5
35620,130746,8
35621,130747,5
35622,130748,5
35623,130749,5
35624,13075,7
35625,130750,5
35626,130751,4
35627,130752,5
35628,130753,5
35629,130754,5
35630,130755,4
35631,130756,3
35632,130757,6
35633,130758,4
35634,130759,3
35635,13076,4
35636,130760,2
35637,130761,6
35638,130762,4
35639,130763,3
35640,130764,3
35641,130765,4
35642,130766,3
35643,130767,6
35644,130767,7
35645,130768,4
35646,130769,4
35647,13077,3
35648,130770,4
35649,130771,3
35650,130772,3
35651,130773,3
35652,130774,4
35653,130775,3
35654,130776,3
35655,130777,5
35656,130778,5
35657,130779,3
35658,13078,2
35659,130780,3
35660,130781,3
35661,130782,7
35662,130783,2
35663,130784,5
35664,130785,6
35665,130786,4
35666,130787,8
35667,130788,4
35668,130789,6
35669,13079,4
35670,130790,5
35671,130791,4
35672,130792,6
35673,130793,4
35674,130794,5
35675,130795,4
35676,130796,4
35677,130797,3
35678,130798,3
35679,130799,6
35680,1308,5
35681,13080,2
35682,130800,7
35683,130801,2
35684,130801,7
35685,130802,5
35686,130802,6
35687,130803,6
35688,130804,4
35689,130805,4
35690,130806,4
35691,130807,3
35692,130808,3
35693,130809,2
35694,13081,5
35695,130810,4
35696,130811,3
35697,130812,2
35698,130813,5
35699,130814,6
35700,130815,4
35701,130816,4
35702,130817,4
35703,130818,3
35704,130819,7
35705,13082,3
35706,130820,6
35707,130821,4
35708,130822,2
35709,130823,2
35710,130824,2
35711,130825,5
35712,130826,4
35713,130827,4
35714,130828,3
35715,130829,3
35716,13083,6
35717,130830,2
35718,130831,5
35719,130832,5
35720,130833,4
35721,130834,5
35722,130834,7
35723,130835,2
35724,130836,7
35725,130837,5
35726,130838,3
35727,130839,7
35728,13084,7
35729,130840,5
35730,130840,6
35731,130841,6
35732,130842,4
35733,130843,4
35734,130844,3
35735,130845,8
35736,130846,7
35737,130847,2
35738,130848,3
35739,130849,3
35740,13085,8
35741,130850,7
35742,130851,2
35743,130851,6
35744,130852,6
35745,130853,4
35746,130854,5
35747,130855,4
35748,130856,4
35749,130857,2
35750,130858,2
35751,130859,6
35752,13086,4
35753,130860,6
35754,130861,4
35755,130862,8
35756,130863,7
35757,130864,7
35758,130865,7
35759,130866,4
35760,130867,1
35761,130867,4
35762,130868,3
35763,130869,8
35764,13087,5
35765,130870,8
35766,130871,6
35767,130872,4
35768,130873,4
35769,130874,2
35770,130874,3
35771,130875,5
35772,130876,5
35773,130877,3
35774,130878,2
35775,130879,4
35776,13088,2
35777,130880,8
35778,130881,7
35779,130882,7
35780,130883,5
35781,130884,6
35782,130885,4
35783,130886,3
35784,130887,8
35785,130888,7
35786,130889,2
35787,13089,6
35788,130890,7
35789,130891,7
35790,130892,6
35791,130893,5
35792,130894,2
35793,130895,4
35794,130896,7
35795,130897,7
35796,130898,4
35797,130899,4
35798,1309,2
35799,1309,4
35800,1309,5
35801,13090,7
35802,130900,4
35803,130901,8
35804,130902,7
35805,130903,7
35806,130904,7
35807,130905,7
35808,130906,7
35809,130907,6
35810,130907,7
35811,130908,7
35812,130909,2
35813,13091,6
35814,130910,2
35815,130911,2
35816,130912,2
35817,130913,2
35818,130914,2
35819,130914,5
35820,130915,2
35821,130916,2
35822,130917,5
35823,130918,5
35824,130919,6
35825,13092,3
35826,130920,6
35827,130921,6
35828,130922,6
35829,130923,6
35830,130924,6
35831,130925,6
35832,130926,4
35833,130927,4
35834,130928,4
35835,130929,4
35836,13093,6
35837,130930,4
35838,130931,4
35839,130932,4
35840,130933,4
35841,130934,4
35842,130935,4
35843,130936,4
35844,130937,4
35845,130938,4
35846,130939,4
35847,13094,4
35848,130940,4
35849,130941,3
35850,130942,3
35851,130943,3
35852,130944,3
35853,130945,3
35854,130946,3
35855,130947,3
35856,130948,8
35857,130949,8
35858,13095,2
35859,130950,8
35860,130951,7
35861,130952,7
35862,130953,7
35863,130954,7
35864,130955,7
35865,130956,7
35866,130957,7
35867,130958,7
35868,130959,7
35869,13096,7
35870,130960,7
35871,130961,7
35872,130962,7
35873,130963,7
35874,130964,7
35875,130965,2
35876,130966,2
35877,130967,5
35878,130968,5
35879,130969,5
35880,130969,8
35881,13097,6
35882,130970,5
35883,130970,8
35884,130971,5
35885,130972,5
35886,130973,4
35887,130974,4
35888,130975,4
35889,130976,4
35890,130977,4
35891,130978,4
35892,130979,4
35893,13098,6
35894,130980,4
35895,130981,4
35896,130982,4
35897,130983,4
35898,130984,4
35899,130985,4
35900,130986,4
35901,130987,4
35902,130988,4
35903,130989,4
35904,13099,4
35905,130990,4
35906,130991,4
35907,130992,4
35908,130993,4
35909,130994,4
35910,130995,4
35911,130996,3
35912,130997,3
35913,130998,3
35914,130999,3
35915,131,4
35916,1310,3
35917,13100,3
35918,13100,4
35919,13100,6
35920,13100,7
35921,131000,3
35922,131001,3
35923,131002,3
35924,131003,3
35925,131004,8
35926,131005,8
35927,131006,6
35928,131006,7
35929,131007,7
35930,131008,4
35931,131009,4
35932,13101,7
35933,131010,7
35934,131011,5
35935,131012,3
35936,131013,3
35937,131014,8
35938,131015,7
35939,131016,7
35940,131017,2
35941,131018,6
35942,131019,3
35943,13102,6
35944,13102,7
35945,131020,7
35946,131021,5
35947,131022,3
35948,131023,7
35949,131024,6
35950,131025,4
35951,131026,7
35952,131027,3
35953,131028,3
35954,131029,6
35955,13103,7
35956,131030,4
35957,131031,4
35958,131032,1
35959,131032,2
35960,131033,7
35961,131034,5
35962,131035,4
35963,131035,6
35964,131036,6
35965,131037,4
35966,131038,7
35967,131039,7
35968,13104,6
35969,131040,5
35970,131041,5
35971,131042,7
35972,131043,4
35973,131044,6
35974,131045,4
35975,131046,4
35976,131047,4
35977,131048,7
35978,131049,5
35979,13105,5
35980,131050,5
35981,131051,4
35982,131052,4
35983,131053,8
35984,131054,6
35985,131055,2
35986,131056,6
35987,131057,6
35988,131058,4
35989,131059,4
35990,13106,5
35991,131060,4
35992,131061,3
35993,131062,3
35994,131063,6
35995,131063,7
35996,131064,2
35997,131065,4
35998,131066,7
35999,131067,4
36000,131068,4
36001,131069,3
36002,13107,3
36003,131070,2
36004,131071,5
36005,131072,4
36006,131073,5
36007,131074,3
36008,131075,8
36009,131076,4
36010,131077,4
36011,131078,7
36012,131079,2
36013,13108,4
36014,131080,2
36015,131081,5
36016,131082,5
36017,131083,3
36018,131084,5
36019,131085,4
36020,131086,4
36021,131087,4
36022,131088,2
36023,131089,4
36024,13109,4
36025,131090,4
36026,131091,5
36027,131092,8
36028,131093,2
36029,131094,5
36030,131095,6
36031,131096,8
36032,131097,4
36033,131098,3
36034,131099,3
36035,1311,5
36036,13110,5
36037,131100,5
36038,131101,8
36039,131102,7
36040,131103,2
36041,131104,5
36042,131105,3
36043,131106,2
36044,131107,2
36045,131108,5
36046,131109,5
36047,13111,5
36048,131110,5
36049,131111,4
36050,131112,4
36051,131113,3
36052,131114,3
36053,131115,6
36054,131116,4
36055,131117,4
36056,131118,2
36057,131119,3
36058,13112,5
36059,131120,5
36060,131121,3
36061,131122,7
36062,131123,7
36063,131124,7
36064,131125,6
36065,131126,6
36066,131127,4
36067,131128,3
36068,131129,5
36069,13113,5
36070,131130,3
36071,131131,2
36072,131132,6
36073,131133,6
36074,131134,6
36075,131135,4
36076,131136,5
36077,131137,4
36078,131138,4
36079,131139,3
36080,13114,5
36081,131140,3
36082,131141,7
36083,131142,2
36084,131143,2
36085,131144,5
36086,131145,5
36087,131146,5
36088,131147,5
36089,131148,3
36090,131149,5
36091,13115,5
36092,131150,3
36093,131151,7
36094,131152,7
36095,131153,7
36096,131154,7
36097,131155,5
36098,131156,5
36099,131157,6
36100,131158,6
36101,131159,3
36102,13116,4
36103,131160,7
36104,131161,7
36105,131162,5
36106,131163,4
36107,131164,3
36108,131165,6
36109,131166,4
36110,131167,4
36111,131168,4
36112,131169,7
36113,13117,7
36114,131170,7
36115,131171,7
36116,131172,2
36117,131173,5
36118,131174,2
36119,131175,6
36120,131176,6
36121,131177,6
36122,131178,4
36123,131179,7
36124,13118,5
36125,131180,2
36126,131181,2
36127,131182,2
36128,131183,4
36129,131184,4
36130,131185,4
36131,131186,3
36132,131187,3
36133,131188,2
36134,131189,4
36135,13119,7
36136,131190,4
36137,131191,3
36138,131192,4
36139,131193,4
36140,131194,2
36141,131195,5
36142,131196,3
36143,131197,2
36144,131198,6
36145,131199,6
36146,1312,6
36147,13120,6
36148,131200,6
36149,131201,6
36150,131202,6
36151,131203,6
36152,131204,6
36153,131205,6
36154,131206,6
36155,131207,6
36156,131208,6
36157,131209,6
36158,13121,4
36159,131210,6
36160,131211,6
36161,131212,6
36162,131213,6
36163,131214,6
36164,131215,6
36165,131216,6
36166,131217,6
36167,131218,6
36168,131219,6
36169,13122,5
36170,131220,6
36171,131221,6
36172,131222,6
36173,131223,5
36174,131224,6
36175,131225,4
36176,131226,2
36177,131227,2
36178,131228,5
36179,131229,5
36180,13123,6
36181,131230,5
36182,131231,6
36183,131232,2
36184,131233,6
36185,131234,6
36186,131235,4
36187,131236,5
36188,131237,2
36189,131238,2
36190,131239,6
36191,13124,6
36192,131240,4
36193,131241,6
36194,131242,4
36195,131243,2
36196,131244,2
36197,131245,3
36198,131246,3
36199,131247,7
36200,131248,7
36201,131249,4
36202,13125,4
36203,131250,3
36204,131251,6
36205,131252,3
36206,131253,3
36207,131254,5
36208,131255,4
36209,131256,3
36210,131257,2
36211,131258,7
36212,131259,5
36213,13126,4
36214,131260,4
36215,131261,4
36216,131262,3
36217,131263,7
36218,131264,7
36219,131265,5
36220,131266,6
36221,131267,3
36222,131268,3
36223,131269,3
36224,13127,5
36225,13127,7
36226,131270,7
36227,131271,7
36228,131272,8
36229,131273,1
36230,131273,7
36231,131274,2
36232,131275,6
36233,131276,3
36234,131277,7
36235,131278,7
36236,131279,6
36237,13128,3
36238,131280,3
36239,131281,8
36240,131282,7
36241,131283,4
36242,131284,3
36243,131285,4
36244,131286,8
36245,131287,7
36246,131288,4
36247,131289,8
36248,13129,3
36249,131290,8
36250,131291,6
36251,131292,6
36252,131293,6
36253,131294,3
36254,131295,4
36255,131296,4
36256,131297,4
36257,131298,2
36258,131299,3
36259,1313,4
36260,13130,5
36261,131300,6
36262,131301,4
36263,131302,3
36264,131303,2
36265,131303,7
36266,131304,7
36267,131305,7
36268,131306,7
36269,131307,2
36270,131308,5
36271,131309,4
36272,13131,6
36273,131310,3
36274,131311,8
36275,131312,5
36276,131313,5
36277,131314,2
36278,131315,6
36279,131316,6
36280,131317,4
36281,131318,3
36282,131319,3
36283,13132,2
36284,131320,2
36285,131321,6
36286,131322,3
36287,131323,8
36288,131324,8
36289,131325,7
36290,131326,4
36291,131327,4
36292,131328,3
36293,131329,7
36294,13133,5
36295,131330,5
36296,131331,8
36297,131332,7
36298,131333,6
36299,131334,4
36300,131335,3
36301,131336,7
36302,131337,7
36303,131338,2
36304,131339,3
36305,13134,6
36306,131340,2
36307,131341,2
36308,131342,4
36309,131343,3
36310,131344,2
36311,131345,4
36312,131346,4
36313,131347,7
36314,131348,4
36315,131349,7
36316,13135,3
36317,131350,6
36318,131351,7
36319,131352,2
36320,131353,2
36321,131354,6
36322,131355,4
36323,131356,5
36324,131356,8
36325,131357,4
36326,131358,5
36327,131359,4
36328,13136,4
36329,131360,4
36330,131361,4
36331,131362,8
36332,131363,4
36333,131364,3
36334,131365,7
36335,131366,2
36336,131367,5
36337,131368,5
36338,131369,5
36339,13137,4
36340,131370,4
36341,131371,7
36342,131372,7
36343,131373,7
36344,131374,6
36345,131375,4
36346,131376,3
36347,131377,5
36348,131378,6
36349,131379,4
36350,13138,7
36351,131380,3
36352,131381,7
36353,131382,4
36354,131383,4
36355,131384,4
36356,131385,7
36357,131386,3
36358,131387,7
36359,131388,5
36360,131389,6
36361,13139,7
36362,131390,4
36363,131391,3
36364,131392,7
36365,131393,5
36366,131394,7
36367,131395,7
36368,131396,3
36369,131397,2
36370,131397,7
36371,131398,7
36372,131399,5
36373,1314,8
36374,13140,2
36375,131400,4
